"Carimbo de data/hora","Em qual instituição você está fazendo pós graduação?","Se você estuda na UFPR, em qual setor você está inserido?  ","Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?","Em qual grande área do conhecimento sua pesquisa está inserida hoje?","Em qual ano você concluiu sua graduação?","Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição)","De quais programas de graduação você participou?","Se você já concluiu o mestrado, qual o ano de início do mestrado?","Qual o ano de conclusão do seu mestrado?","Em qual instituição você fez seu mestrado?","Quantos artigos (com qualis) você já publicou?","Você é bolsista remunerado de algum programa? Qual?","Quantas disciplinas de Estatística você cursou na graduação?","Quantas disciplinas DIFERENTES de Estatística vc cursou na pós-graduação (mestrado + doutorado) no total? ","Já utilizou algum software com funcionalidades estatísticas?","Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?","Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?","Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ","Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?","Como tomou conhecimento da Disciplina Transversal?","Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ","Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina (Paulo Justiniano e/ou Walmes Zeviani)?","Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?","Você cursou o ensino médio em escola pública ou particular?","Você cursou ensino médio tradicional ou profissionalizante?","Qual o seu sexo?","Qual a sua altura?","Qual o seu peso?","Qual a data do seu nascimento?","Qual das seguintes categorias descreve melhor sua situação de emprego?","Com quem você mora?","Quantos irmãos você tem?","Qual a sua origem?","Possui habilitação para dirigir? Qual categoria?","Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?","Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?","Possui animal de estimação?","Toca algum instrumento musical?","De quais redes sociais você participa?","Você pratica atividade física regularmente?","Quantas vezes por semana você se exercita?","Qual atividade você pratica?","Você teve ao menos um teste positivo para covid-19?","Você conhece alguém que já foi infectado pela covid-19?","Você faz parte do grupo de risco?","Dentre as pessoas que você convive, há ao menos uma pertencente ao grupo de risco?","Você foi vacinado contra a covid-19?","Quais das medidas a seguir você considera eficazes na prevenção à covid-19?","E quais das medidas você efetivamente segue para fins de prevenção?","Como a pandemia afetou sua renda?","Como a pandemia afetou seus estudos?","Como a pandemia afetou seu aprendizado?","Você aprova o formato remoto de ensino?","Você sente mais dificuldades no formato remoto quando comparado ao presencial?","Você acha que a pandemia vai afetar o tempo de conclusão da sua pós graduação?","Quantos anos você acha que a pessoa da foto abaixo tem?","Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
"11/03/2021 14:19:589","UEPG",,"Mestrado Acadêmico","Ciências Exatas",2019,"UEPG","Iniciação científica",,,,0,"CAPES",1,0,"Sim","Statistica, Excel ou similares","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Por colegas","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",170,54,"26/05/1996","Bolsista em tempo integral","Com os pais",1,"Curitiba","B (carro)","Carro/moto próprio",20,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",39,"Caminhada","Não","Não","Não","Não","Não","Uso de luvas","Uso de luvas","Afetou muito","Não afetou","Afetou moderadamente","Sim","Sim","Sim",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",50
"11/03/2021 14:19:590","UEPG",,"Mestrado Acadêmico","Ciências Exatas",2019,"UEPG","Iniciação científica",,,,0,"CNPQ",1,0,"Sim","Statistica, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Por colegas","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",169,82,"22/09/1996","Bolsista em tempo integral","Com amigos",1,"Interior do Paraná","Não","A pé",15,2,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Google+, Instagram, Linkedin","Não",42,"Musculação","Não","Não","Não","Não","Não","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Afetou pouco","Não afetou","Afetou moderadamente","Sim","Sim","Sim",48,"A da esquerda se chama Bouba, a da direita se chama Kiki.",52
"11/03/2021 14:19:591","UEPG",,"Mestrado Acadêmico","Ciências Biológicas",2019,"UEPG","Iniciação científica, Empresa Júnior",,2022,,0,"Não",1,0,"Sim","Statistica, Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Por colegas","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",163,60,"09/07/1996","Trabalho com carteira assinada/Vínculo Formal","Com os pais",1,"Interior do Paraná","B (carro)","Carro/moto próprio",30,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",37,"Basquete","Não","Não","Não","Não","Não","Distanciamento entre indivíduos (1 metro ou mais)","Distanciamento entre indivíduos (1 metro ou mais)","Não afetou","Não afetou","Afetou muito","Sim","Sim","Sim",36,"A da esquerda se chama Bouba, a da direita se chama Kiki.",52
"11/03/2021 14:19:592","UFPR","TC - Tecnologia","Doutorado","Ciências Exatas",2017,"UFAL","Iniciação científica, Monitoria",2017,2019,"UFPR",0,"CNPQ",1,0,"Sim","Statistica, Excel ou similares","Certamente sim",7,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",168,56,"05/07/1994","Bolsista em tempo integral","Com outros familiares",1,"Outro Estado","Não","Transporte público",60,10,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Instagram","Não",4,"Futebol","Não","Não","Não","Não","Não","Uso de álcool em gel","Uso de álcool em gel","Afetou pouco","Estudei menos que o normal","Não afetou","Não","Sim","Sim",48,"A da esquerda se chama Kiki, a da direita se chama Bouba.",57
"11/03/2021 14:19:593","UFPR","TC - Tecnologia","Doutorado","Ciências Exatas",2017,"UFRRJ","Iniciação científica, Monitoria",2017,2019,"UFPR",0,"CAPES",1,10,"Sim","Statistica, Excel ou similares","Certamente sim",8,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",157,57,"03/02/1993","Bolsista em tempo integral","Sozinho",1,"Outro Estado","Não","A pé",15,2,"Gato","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Não",25,"Nenhuma","Não","Não","Não","Não","Não","Tratamento precoce (de qualquer espécie)","Tratamento precoce (de qualquer espécie)","Não afetou","Não afetou","Afetou muito","Sim","Sim","Sim",55,"A da esquerda se chama Bouba, a da direita se chama Kiki.",55
"11/03/2021 14:19:594","UEPG",,"Doutorado","Ciências Exatas",2017,"UEPG","Iniciação científica, Monitoria",2018,2020,"UEPG",0,"CAPES",1,0,"Sim","Statistica, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Masculino",188,80,"20/04/1993","Bolsista em tempo integral","Com os pais",1,"Interior do Paraná","B (carro)","Carro/moto próprio",10,1,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Google+, Instagram, Linkedin, Outras","Não",47,"Vôlei","Não","Não","Não","Não","Não","Isolamento social","Isolamento social","Afetou muito","Não afetou","Afetou moderadamente","Sim","Sim","Sim",41,"A da esquerda se chama Bouba, a da direita se chama Kiki.",52
"11/03/2021 14:19:595","Universidade Regional de Blumenau - FURB","AG - Agrárias","Professor","Ciências Biológicas",2005,"UnC","Iniciação científica, Monitoria",2009,2011,"UFPR",5,"Não",1,1,"Sim","Statistica, Excel ou similares","Definitivamente não",1,"Aumento salarial e oportunidades mais promissoras.","Por alguma outra mídia social da UFPR","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",175,78,"03/06/1982","Trabalho com carteira assinada/Vínculo Formal","Sozinho",0,"Outro Estado","A e B (moto e carro)","Carro/moto próprio",30,5,"Cachorro, Outro","Violão","Google+, Instagram","Não",44,"Basquete","Não","Não","Não","Não","Não","Isolamento social","Isolamento social","Não afetou","Não afetou","Não afetou","Sim","Não sei dizer","Não sei dizer",58,"A da esquerda se chama Kiki, a da direita se chama Bouba.",47
"11/03/2021 14:19:596","UEPG",,"Doutorado","Ciências Exatas",2017,"UEPG","Iniciação científica, Monitoria, Empresa Júnior",2018,2019,"UEPG",1,"CAPES",0,0,"Sim","Statistica, Excel ou similares","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",160,62,"26/05/1992","Bolsista em tempo integral","Com os pais",1,"Curitiba","B (carro)","Carro/moto próprio",20,0,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Não",29,"Caminhada, Basquete","Não","Não","Não","Não","Não","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Extinguiu minha renda","Estudei menos que o normal","Afetou pouco","Não","Sim","Sim",53,"A da esquerda se chama Kiki, a da direita se chama Bouba.",39
"11/03/2021 14:19:597","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2011,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",2012,2014,"UFPR",1,"CNPQ",1,8,"Sim","Statistica, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",163,64,"09/03/1988","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",1,"Interior do Paraná","B (carro)","Carro/moto próprio",20,0,"Cachorro","Não toco nenhum instrumento","Facebook, Google+, Instagram, Linkedin","Sim",48,"Natação","Não","Não","Não","Não","Não","Uso de álcool em gel","Uso de álcool em gel","Extinguiu minha renda","Não afetou","Não afetou","Sim","Sim","Sim",52,"A da esquerda se chama Bouba, a da direita se chama Kiki.",52
"11/03/2021 14:19:598","UFPR","CT - Ciências da Terra","Professor","Ciências Biológicas",2003,"UEL","Iniciação científica, Monitoria, Projeto de extensão",2004,2006,"UFPR",35,"Fundação Araucária",1,2,"Sim","Statistica, Excel ou similares","Certamente sim",9,"Ampliar minha capacidade de análise de dados","Site da UFPR ou instituição de origem","Não","Sim","Sim","Parte em escola pública, parte em particular","Ensino médio tradicional","Feminino",172,63,"07/07/1979","Trabalho com carteira assinada/Vínculo Formal","Sozinho",2,"Curitiba","B (carro)","Carro/moto próprio",3,1,"Gato","Não toco nenhum instrumento","Facebook, Instagram","Não",57,"Corrida","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Afetou moderadamente","Estudei menos que o normal","Afetou muito","Não","Sim","Sim",53,"A da esquerda se chama Kiki, a da direita se chama Bouba.",45
"11/03/2021 14:19:599","UNILA",,"Doutorado","Ciências Exatas",2004,"UEM","Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",2005,2007,"USP",1,"CAPES",1,0,"Sim","Statistica, Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",165,63,"07/03/1982","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge",3,"Interior do Paraná","B (carro)","Carro/moto próprio",60,0,"Pássaro","Piano","Facebook, Instagram, Linkedin","Não",28,"Caminhada","Não","Não","Não","Não","Não","Lavagem frequente das mãos","Lavagem frequente das mãos","Extinguiu minha renda","Estudei mais que o normal","Não afetou","Não sei dizer","Não","Não",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",53
"11/03/2021 14:19:600","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2005,"UFPR","Iniciação científica, PET, Empresa Júnior",,,,5,"Não",2,0,"Sim","Statistica, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Sim","Sim","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",163,56,"05/04/1981","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",2,"Curitiba","B (carro)","Carro/moto próprio",20,6,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Sim",51,"Vôlei","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Afetou moderadamente","Não afetou","Afetou pouco","Sim","Não sei dizer","Não sei dizer",46,"A da esquerda se chama Kiki, a da direita se chama Bouba.",58
"11/03/2021 14:19:601","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2011,"UFPR","Iniciação científica, PET, Projeto de extensão",2012,2014,"UFPR",1,"CNPQ",1,0,"Sim","Statistica, Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",163,62,"09/03/1988","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",1,"Interior do Paraná","B (carro)","Carro/moto próprio",25,1,"Cachorro","Não toco nenhum instrumento","Facebook, Google+, Instagram, Linkedin","Sim",9,"Caminhada","Não","Não","Não","Não","Não","Distanciamento entre indivíduos (1 metro ou mais)","Distanciamento entre indivíduos (1 metro ou mais)","Não afetou","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",52
"11/03/2021 14:19:602","UFPR","TC - Tecnologia","Mestrado Acadêmico","Ciências Exatas",2018,"UEPG","Iniciação científica, PET, Projeto de extensão",,,,2,"CAPES",1,0,"Sim","Statistica, Excel ou similares","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",167,80,"19/01/1995","Bolsista em tempo integral","Com os pais",3,"Interior do Paraná","B (carro)","Transporte público",30,0,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Google+, Instagram, Linkedin, Outras","Não",22,"Futebol","Não","Não","Não","Não","Não","Vacinação","Vacinação","Extinguiu minha renda","Não afetou","Não afetou","Sim","Sim","Sim",45,"A da esquerda se chama Bouba, a da direita se chama Kiki.",58
"11/03/2021 14:19:603","UNICENTRO",,"Doutorado","Ciências Exatas",2017,"UFRA","Iniciação científica, Projeto de extensão",2017,2019,"UNICENTRO",2,"CAPES",2,6,"Sim","Statistica, Excel ou similares","Não sei ainda",9,"Aumento salarial e oportunidades mais promissoras.","Pela Pós da UNICENTRO","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",170,85,"11/09/1994","Trabalho com carteira assinada/Vínculo Formal","Com amigos",1,"Outro Estado","Não","Transporte público",30,3,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",8,"Vôlei","Não","Não","Não","Não","Não","Vacinação","Vacinação","Afetou muito","Não afetou","Afetou moderadamente","Sim","Sim","Sim",45,"A da esquerda se chama Bouba, a da direita se chama Kiki.",50
"11/03/2021 14:19:604","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2021,"UTP","Monitoria",2019,2021,,0,"CAPES",2,5,"Sim","Statistica, Excel ou similares","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",174,66,"26/12/1977","Bolsista em tempo integral","Com outros familiares",1,"Curitiba","B (carro)","Carro/moto próprio",30,0,"Cachorro, Gato","Não toco nenhum instrumento","Facebook, Instagram","Não",51,"Nenhuma","Não","Não","Não","Não","Não","Vacinação","Vacinação","Afetou moderadamente","Estudei menos que o normal","Afetou moderadamente","Não","Sim","Sim",50,"A da esquerda se chama Kiki, a da direita se chama Bouba.",47
"11/03/2021 14:19:605","UNILA",,"Doutorado","Ciências Exatas",2010,"FAACZ","Monitoria",2015,2017,"UFES",0,"CAPES",1,7,"Sim","Statistica, Excel ou similares","Certamente sim",9,"Lecionar (concurso ou iniciativa privada) e empreender","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",180,98,"13/10/1986","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge",1,"Outro Estado","Superior à B","Transporte público",40,6,"Cachorro","Violão, Guitarra, Teclado, Flauta, Outro","Facebook, Google+, Instagram, Linkedin","Não",57,"Futebol","Sim","Sim","Sim","Sim","Sim","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Extinguiu minha renda","Não afetou","Afetou muito","Sim","Sim","Sim",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",45
"11/03/2021 14:19:606","FURB","AG - Agrárias","Professor","Ciências Biológicas",2005,"UnC","Monitoria, Projeto de extensão",2009,2011,"UFPR",4,"Não",1,0,"Sim","Statistica, Excel ou similares","Definitivamente não",0,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",175,80,"03/06/1982","Trabalho com carteira assinada/Vínculo Formal","Sozinho",0,"Outro Estado","A e B (moto e carro)","Carro/moto próprio",30,4,"Cachorro, Outro","Violão, Guitarra","Instagram, Outras","Não",12,"Basquete","Não","Não","Não","Não","Não","Uso de máscaras","Uso de máscaras","Afetou moderadamente","Estudei menos que o normal","Afetou pouco","Não","Sim","Sim",55,"A da esquerda se chama Kiki, a da direita se chama Bouba.",60
"11/03/2021 14:19:607","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2004,"UFPR ","Monitoria, Projeto de extensão",2005,2007,"UFPR",10,"Não",1,1,"Sim","Statistica, Excel ou similares","Certamente sim",8,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",173,73,"01/12/1980","Trabalho com carteira assinada/Vínculo Formal","Com os pais",1,"Curitiba","A e B (moto e carro)","Carro/moto próprio",30,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",37,"Caminhada","Não","Não","Não","Não","Não","Isolamento social","Isolamento social","Não afetou","Não afetou","Afetou moderadamente","Sim","Sim","Sim",48,"A da esquerda se chama Bouba, a da direita se chama Kiki.",55
"11/03/2021 14:19:608","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2004,"UFPR","Monitoria, Projeto de extensão",2005,2007,"UFPR",10,"Não",1,14,"Sim","Statistica, Excel ou similares","Certamente sim",8,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",173,74,"01/12/1980","Trabalho com carteira assinada/Vínculo Formal","Com os pais",1,"Curitiba","A e B (moto e carro)","Carro/moto próprio",30,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",49,"Nenhuma","Não","Não","Não","Não","Não","Uso de proteção ocular","Uso de proteção ocular","Extinguiu minha renda","Não afetou","Afetou muito","Sim","Sim","Sim",48,"A da esquerda se chama Bouba, a da direita se chama Kiki.",45
"11/03/2021 14:19:609","UEPG",,"Doutorado","Ciências Exatas",2016,"UEPG","PIBID",2017,2020,"UEPG",0,"Fundação Araucária",0,1,"Sim","Statistica, Excel ou similares","Certamente sim",10,"Além do desenvolvimento profissional, procuro satisfação pessoal na área a qual escolhi, adquirindo cada vez mais conhecimento e atuando na pesquisa para contribuir com meus conhecimentos à universidade e comunidade (científica ou não). ","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",184,76,"04/10/1994","Bolsista em tempo integral","Com os pais",4,"Interior do Paraná","Não","A pé",10,10,"Cachorro","Outro","Facebook, Instagram, Outras","Não",45,"Nenhuma","Não","Não","Não","Não","Não","Distanciamento entre indivíduos (1 metro ou mais)","Distanciamento entre indivíduos (1 metro ou mais)","Afetou pouco","Não afetou","Afetou moderadamente","Sim","Não sei dizer","Não sei dizer",40,"A da esquerda se chama Kiki, a da direita se chama Bouba.",53
"11/03/2021 14:19:610","UFPR","ET - Exatas","Mestrado Acadêmico","Ciências Exatas",2016,"UFERSA","Projeto de extensão",,,,0,"CAPES",2,0,"Sim","Statistica, Excel ou similares","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",167,73,"25/07/1985","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge",3,"Outro Estado","A e B (moto e carro)","Transporte público",40,10,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",42,"Pilates","Não","Não","Não","Não","Não","Lavagem frequente das mãos","Lavagem frequente das mãos","Afetou pouco","Não afetou","Afetou moderadamente","Sim","Sim","Sim",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",41
"11/03/2021 14:19:611","UEPG",,"Doutorado","Ciências Biológicas",2015,"UEPG","Não participei",2015,2017,"UEPG",23,"CAPES",1,2,"Sim","Statistica, Excel ou similares, Action, Past","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pós graduação da UEPG","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",164,50,"06/11/1987","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",3,"Interior do Paraná","B (carro)","Carro/moto próprio",30,0,"Não possuo","Violão, Guitarra, Teclado","Facebook","Não",18,"Vôlei","Não","Não","Não","Não","Não","Lavagem frequente das mãos","Lavagem frequente das mãos","Não afetou","Não afetou","Afetou moderadamente","Sim","Sim","Sim",46,"A da esquerda se chama Bouba, a da direita se chama Kiki.",49
"11/03/2021 14:19:612","UNICENTRO",,"Doutorado","Ciências Exatas",2015,"Unicentro","Iniciação científica, Monitoria",2016,2018,"unicentro",2,"CAPES",4,4,"Sim","Statistica, Excel ou similares, Matlab","Não sei ainda",10,"Conseguir um emprego.","Secretaria da pós","Não","Não","Sim","Totalmente em escola pública","Ensino médio tradicional","Masculino",177,65,"04/08/1993","Bolsista em tempo integral","Com amigos",0,"Interior do Paraná","A e B (moto e carro)","Carro/moto próprio",20,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Não",17,"Nenhuma","Não","Não","Não","Não","Não","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Extinguiu minha renda","Estudei mais que o normal","Afetou muito","Não sei dizer","Não","Não",36,"A da esquerda se chama Bouba, a da direita se chama Kiki.",45
"11/03/2021 14:19:613","UNICENTRO",,"Doutorado","Ciências Exatas",2017,"UFRA","Iniciação científica, Projeto de extensão",2017,2019,"UNICENTRO",2,"CAPES",2,6,"Sim","Statistica, Excel ou similares, Matlab","Certamente sim",8,"Conseguir um emprego.","UNICENTRO","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",170,89,"11/09/1994","Bolsista em tempo integral","Com amigos",1,"Outro Estado","Não","Transporte público",30,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",48,"Vôlei","Não","Não","Não","Não","Não","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Uso de máscaras, Uso de luvas, Uso de proteção ocular, Uso de álcool em gel, Lavagem frequente das mãos, Distanciamento entre indivíduos (1 metro ou mais), Vacinação, Isolamento social","Não afetou","Não afetou","Afetou moderadamente","Sim","Sim","Sim",32,"A da esquerda se chama Bouba, a da direita se chama Kiki.",46
"11/03/2021 14:19:614","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2005,"UFPR","Monitoria",2014,2016,"UFPR",0,"Não",1,1,"Sim","Statistica, Excel ou similares, Matlab","Certamente sim",7,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",161,54,"15/02/1981","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge",2,"Curitiba","B (carro)","A pé",15,5,"Não possuo","Teclado","Facebook, Twitter, Instagram, Linkedin","Não",38,"Pilates","Não","Não","Não","Não","Não","Tratamento precoce (de qualquer espécie)","Tratamento precoce (de qualquer espécie)","Não afetou","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",50,"A da esquerda se chama Bouba, a da direita se chama Kiki.",65
"11/03/2021 14:19:615","UEM",,"Doutorado","Ciências Exatas",2018,"UTFPR","Projeto de extensão",2018,2020,"UEM",0,"Não",2,4,"Sim","Statistica, Excel ou similares, Matlab","Certamente sim",9,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",156,56,"26/05/1994","Trabalho ocasional","Pensão, quarto alugado ou algo similar",3,"Interior do Paraná","A e B (moto e carro)","Carro/moto próprio",5,3,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Não",19,"Caminhada","Não","Não","Não","Não","Não","Uso de álcool em gel","Uso de álcool em gel","Afetou moderadamente","Estudei mais que o normal","Afetou moderadamente","Não sei dizer","Não","Não",48,"A da esquerda se chama Bouba, a da direita se chama Kiki.",48
