"","ln_instituicao","ln_setorAtuacao","lo_ativAtuacao","ln_setorArea","tc_anoFimGrad","ln_localGrad","ln_progGrad","tc_inicMest","tc_fimMest","ln_localMest","td_artigo","ln_bolsaEstudo","td_estatGrad","td_estatPGrad","lo_soft","ln_enumSoft","lo_importancia","td_notaImport","ln_expectAposPG","ln_conhecTransv","lo_videoTransv","ln_turma","lo_contatoProfDisc","lo_contatoProfColabDisc","ln_medio1","ln_medio2","ln_sexo","tc_altura","tc_peso","dataNasc","ln_tipoTrab","ln_compMoradia","td_numIrmao","ln_origem","ln_tipoHab","ln_tipoTransp","tc_tempoPUniv","td_qtddServTransp","ln_pet","ln_instr","ln_rede","tc_idadeProf","ln_kiki","tc_IMC","tc_idade","id_foto"
"638","unila",NA,"mestrado academico","ciencias exatas",2019,"unila","iniciacao cientifica; projeto de extensao; empresa junior; centro academico",NA,NA,"outro",0,"nao",2,1,"sim","excel; matlab","certamente sim",10,"conseguir um emprego.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",165,94,1990-11-06,"outro","com o namorado(a)/noivo(a)/conjuge",1,"outro estado","nao","transporte publico",30,1,"cachorro","violao","Facebook; Twitter; Instagram; Linkedin",40,"A se chama Bouba e B se chama Kiki.",34.5270890725436,30,2
"639","ufpr","ct - ciencias da terra","mestrado academico","ciencias exatas",2018,"outro","iniciacao cientifica; monitoria",NA,NA,"outro",0,"nao",1,0,"sim","excel","nao sei ainda",7,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",180,90,1991-05-06,"outro","com os pais",0,"outro estado","a e b (moto e carro)","transporte publico",45,10,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",50,"B se chama Bouba e A se chama Kiki.",27.7777777777778,29,2
"640","ufpr","sd - saude","doutorado","ciencias humanas",2004,"ufpr","iniciacao cientifica",2004,2006,"ufpr",4,"nao",1,21,"sim","excel","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Presencial","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",159,63,1981-09-19,"trabalho com carteira assinada/vinculo formal","com os pais",2,"curitiba","b (carro)","carro/moto proprio",30,0,"cachorro; gato; coelho","nao toco nenhum instrumento","Outras",63,"A se chama Bouba e B se chama Kiki.",24.9199003203987,39,2
"641","unila",NA,"mestrado academico","ciencias exatas",2019,"unila","iniciacao cientifica; monitoria",NA,NA,"outro",0,"nao",1,0,"nao","","certamente sim",10,"conseguir um emprego.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",180,70,1993-07-12,"trabalho por contrato","com o namorado(a)/noivo(a)/conjuge",3,"exterior","nao","bicicleta",15,1,"cachorro","violao; guitarra; contrabaixo; bateria","Facebook; Instagram; Linkedin",45,"B se chama Bouba e A se chama Kiki.",21.6049382716049,27,2
"642","ufpr","sd - saude","doutorado","ciencias biologicas",1992,"ufpr","projeto de extensao",2015,2017,"ufpr",11,"nao",1,2,"sim","statistica; spss; excel","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",158,57,1968-04-09,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",6,"curitiba","b (carro)","taxi/aplicativo",5,20,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram",47,"A se chama Bouba e B se chama Kiki.",22.8328793462586,53,2
"643","uepg",NA,"mestrado academico","ciencias humanas",2016,"uepg",NA,NA,NA,"outro",0,"nao",0,0,"nao","","nao sei ainda",5,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",165,60,1993-05-26,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",0,"interior","b (carro)","carro/moto proprio",20,0,"gato","teclado; piano","Facebook; Instagram; Linkedin",50,"B se chama Bouba e A se chama Kiki.",22.038567493113,27,2
"644","uepg",NA,"doutorado","ciencias biologicas",2017,"uepg","iniciacao cientifica; pet; monitoria; projeto de extensao",2018,2020,"uepg",2,"capes",1,2,"sim","spss; excel; bioestat","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","outro","sim","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",162,60,1994-03-02,"bolsista em tempo integral","com os pais",2,"reg. metr.","nao","carona com amigos",60,2,"cachorro","teclado","Facebook; Google+; Instagram",50,"B se chama Bouba e A se chama Kiki.",22.8623685413809,27,2
"645","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2017,"ufpr","iniciacao cientifica; monitoria",NA,2021,"outro",0,"nao",1,3,"sim","r","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",175,77,1991-01-24,"trabalho ocasional","com os pais",0,"curitiba","a e b (moto e carro)","carro/moto proprio",30,1,"coelho","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",46,"B se chama Bouba e A se chama Kiki.",25.1428571428571,30,2
"646","unila",NA,"mestrado academico","ciencias exatas",2017,"outro","iniciacao cientifica; monitoria",NA,NA,"outro",0,"nao",2,4,"sim","excel; matlab","nao sei ainda",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","Remota","sim","nao","totalmente em escola publica","ensino medio tradicional","Masculino",180,90,1985-07-06,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",2,"interior","a e b (moto e carro)","carro/moto proprio",20,0,"cachorro","nao toco nenhum instrumento","Facebook; Linkedin",50,"B se chama Bouba e A se chama Kiki.",27.7777777777778,35,2
"647","ufpr","et - exatas","doutorado","ciencias exatas",2011,"outro","projeto de extensao",2015,2017,"outro",2,"nao",1,7,"sim","matlab","nao sei ainda",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",176,89,1987-03-14,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",0,"outro estado","a e b (moto e carro)","carro/moto proprio",120,0,"nao possuo","bateria","Instagram; Linkedin",60,"A se chama Bouba e B se chama Kiki.",28.7319214876033,34,2
"648","ufpr","sl - litoral","mestrado academico","ciencias exatas",2018,"outro","projeto de extensao",NA,NA,"outro",0,"nao",1,0,"sim","r; spss; excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",180,76,1983-02-21,"outro","sozinho",1,"curitiba","a e b (moto e carro)","bicicleta",30,0,"gato","violao; outro","Facebook; Instagram; Linkedin",50,"A se chama Bouba e B se chama Kiki.",23.4567901234568,38,2
"649","ufpr","ag - agrarias","mestrado academico","ciencias exatas",2019,"outro","iniciacao cientifica; projeto de extensao; creajr-sc",NA,2021,"ufpr",0,"capes",2,0,"sim","excel","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","por ex-alunos da disciplina","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",164,50,1997-08-30,"bolsista em tempo integral","sozinho",1,"outro estado","a e b (moto e carro)","a pe",20,4,"cachorro","teclado","Facebook; Google+; Instagram; Linkedin; Outras",38,"A se chama Bouba e B se chama Kiki.",18.5901249256395,23,2
"650","ufpr","sd - saude","mestrado academico","ciencias biologicas",2014,"outro","monitoria",NA,NA,"outro",0,"nao",1,5,"sim","excel; biostat","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","por ex-alunos da disciplina","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",176,78,1991-08-24,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",1,"interior","a e b (moto e carro)","carro/moto proprio",50,1,"nao possuo","teclado; outro","Facebook; Instagram; Linkedin",44,"B se chama Bouba e A se chama Kiki.",25.1807851239669,29,2
"651","uepg","sd - saude","doutorado","ciencias biologicas",2015,"outro",NA,2020,2020,"uepg",1,"capes",1,9,"sim","spss; excel","certamente sim",9,"aumento salarial e oportunidades mais promissoras.","email institucional da sucom (superintendencia de comunicacao e marketing)","sim","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",164,55,1987-06-06,"bolsista em tempo integral","com amigos",2,"exterior","nao","a pe",20,5,"nao possuo","nao toco nenhum instrumento","Facebook; Twitter; Instagram; Linkedin",55,"B se chama Bouba e A se chama Kiki.",20.4491374182035,33,2
"652","ufpr","ag - agrarias","doutorado","ciencias biologicas",2016,"ufpr","iniciacao cientifica; monitoria",2018,2020,"ufpr",4,"capes",1,1,"sim","r; excel","certamente sim",10,"conseguir um emprego.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","Remota","nao","sim","totalmente em escola particular","ensino medio tradicional","Feminino",181,75,1994-08-01,"bolsista em tempo integral","com os pais",2,"curitiba","b (carro)","carro/moto proprio",10,0,"cachorro; coelho","outro","Facebook; Instagram; Linkedin; Outras",35,"B se chama Bouba e A se chama Kiki.",22.8930740819877,26,2
"653","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2016,"outro","monitoria",NA,NA,"outro",0,"nao",1,1,"sim","r","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Presencial","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",179,79,1990-02-15,"outro","com o namorado(a)/noivo(a)/conjuge",1,"outro estado","b (carro)","bicicleta",20,4,"cachorro","flauta","Facebook; Instagram; Linkedin",45,"B se chama Bouba e A se chama Kiki.",24.6559096158047,31,2
"654","unicentro",NA,"mestrado academico","ciencias humanas",2018,"unicentro","iniciacao cientifica; monitoria; projeto de extensao",NA,2021,"outro",0,"capes",1,1,"sim","minitab; excel","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",163,55,1995-10-26,"bolsista em tempo integral","com os pais",1,"interior","b (carro)","carro/moto proprio",15,0,"cachorro","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",38,"B se chama Bouba e A se chama Kiki.",20.7008167413151,25,2
"655","ufpr","ed - educacao","mestrado academico","ciencias humanas",2008,"outro","projeto de extensao",2020,NA,"ufpr",0,"nao",1,0,"nao","","nao sei ainda",5,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Feminino",165,68,1981-12-10,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",1,"curitiba","b (carro)","carro/moto proprio",15,0,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram",43,"B se chama Bouba e A se chama Kiki.",24.9770431588613,39,2
"656","unicentro","ag - agrarias","doutorado","ciencias biologicas",2014,"unicentro","monitoria",2018,2019,"unicentro",0,"cnpq",2,1,"sim","sisvar","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",162,58,1989-06-30,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",1,"interior","a e b (moto e carro)","carro/moto proprio",5,0,"cachorro; peixe","nao toco nenhum instrumento","Facebook; Instagram",45,"B se chama Bouba e A se chama Kiki.",22.1002895900015,31,2
"657","ufpr","ag - agrarias","doutorado","ciencias biologicas",2007,"ufpr","iniciacao cientifica; monitoria; projeto de extensao",2013,2015,"ufpr",4,"nao",1,2,"sim","excel","certamente sim",9,"aumento salarial e oportunidades mais promissoras.","por alguma outra midia social da ufpr","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",167,63,1982-11-22,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",2,"curitiba","b (carro)","carro/moto proprio",12,2,"gato","piano","Facebook; Instagram; Linkedin",55,"B se chama Bouba e A se chama Kiki.",22.5895514360501,38,2
"658","ufpr","tc - tecnologia","doutorado","ciencias exatas",2017,"utfpr","iniciacao cientifica; monitoria; projeto de extensao",2017,2019,"utfpr",0,"capes",1,1,"sim","minitab; excel; matlab","certamente sim",10,"conseguir um emprego.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",175,62,1980-09-08,"bolsista em tempo integral","com outros familiares",3,"interior","a e b (moto e carro)","transporte publico",30,3,"nao possuo","violao; outro","Linkedin",53,"A se chama Bouba e B se chama Kiki.",20.2448979591837,40,2
"659","uepg",NA,"doutorado","ciencias biologicas",2010,"outro","iniciacao cientifica",2015,2017,"uepg",1,"capes",0,1,"sim","r; excel; python","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",169,65,1988-09-15,"bolsista em tempo integral","sozinho",2,"interior","a e b (moto e carro)","carro/moto proprio",15,0,"nao possuo","guitarra","Facebook; Instagram",45,"B se chama Bouba e A se chama Kiki.",22.7583067819754,32,2
"660","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2020,"ufpr","projeto de extensao; pva",NA,NA,"outro",1,"nao",1,0,"nao","excel","certamente sim",9,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",157,58,1994-02-13,"outro","com os pais",2,"interior","b (carro)","transporte publico",25,1,"cachorro; gato","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",38,"B se chama Bouba e A se chama Kiki.",23.5303663434622,27,2
"661","ufpr","et - exatas","doutorado","ciencias exatas",2009,"unicentro","projeto de extensao",2015,2017,"ufpr",1,"nao",1,3,"sim","minitab; matlab","certamente sim",5,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",187,73,1987-09-25,"trabalho por contrato","com o namorado(a)/noivo(a)/conjuge",4,"interior","a e b (moto e carro)","carro/moto proprio",150,2,"cachorro","piano","Facebook; Instagram",45,"A se chama Bouba e B se chama Kiki.",20.8756327032514,33,2
"662","uepg","sd - saude","mestrado academico","ciencias biologicas",2008,"ufpr","iniciacao cientifica; monitoria",NA,NA,"outro",0,"nao",2,0,"sim","epiinfo","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",187,100,1981-11-05,"outro","com o namorado(a)/noivo(a)/conjuge",2,"curitiba","a e b (moto e carro)","carro/moto proprio",20,0,"gato; outro","violao; guitarra; bateria","Facebook; Instagram",40,"B se chama Bouba e A se chama Kiki.",28.5967571277417,39,2
"663","unicentro",NA,"mestrado academico","ciencias biologicas",2019,"unicentro","iniciacao cientifica; monitoria; projeto de extensao",NA,2022,"outro",0,"capes",2,1,"sim","r; excel","certamente sim",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelos professores que ministram/ministraram disciplinas da transversal","sim","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",176,95,1998-02-08,"bolsista em tempo integral","com os pais",2,"interior","b (carro)","carro/moto proprio",20,0,"cachorro","nao toco nenhum instrumento","Facebook; Instagram",46,"A se chama Bouba e B se chama Kiki.",30.6689049586777,23,2
"664","ufpr","bl - ciencias biologiccas","doutorado","ciencias biologicas",2015,"outro","iniciacao cientifica; monitoria; projeto de extensao",2016,2018,"ufpr",1,"capes",2,11,"sim","prism","certamente sim",10,"conseguir um emprego.","por colegas","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",157,70,1995-03-01,"bolsista em tempo integral","com outros familiares",2,"curitiba","b (carro)","carro/moto proprio",50,4,"cachorro","violao","Facebook; Instagram; Linkedin",50,"B se chama Bouba e A se chama Kiki.",28.3987180007303,26,2
"665","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2017,"outro","iniciacao cientifica; monitoria",NA,NA,"outro",0,"capes",1,0,"nao","excel","certamente sim",9,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","Presencial","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",180,85,1992-06-28,"bolsista em tempo integral","com amigos",4,"outro estado","b (carro)","carro/moto proprio",40,4,"nao possuo","nao toco nenhum instrumento","Facebook; Twitter; Instagram",50,"B se chama Bouba e A se chama Kiki.",26.2345679012346,28,2
"666","uepg",NA,"doutorado","ciencias biologicas",2001,"ufpr","monitoria",NA,2020,"uepg",1,"capes",0,1,"sim","biostat","certamente sim",10,"outro","outro","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",162,53,1979-08-14,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",2,"curitiba","b (carro)","carro/moto proprio",70,2,"cachorro","outro","Facebook; Instagram; Outras",49,"A se chama Bouba e B se chama Kiki.",20.1950922115531,41,2
"667","ufpr","ed - educacao","doutorado","ciencias humanas",2014,"ufpr","iniciacao cientifica; monitoria; projeto de extensao",2017,2019,"ufpr",0,"capes",1,0,"sim","r; excel","certamente sim",10,"outro","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",178,96,1992-01-05,"bolsista em tempo integral","com os pais",1,"curitiba","b (carro)","carro/moto proprio",45,0,"nao possuo","violao; guitarra; contrabaixo","Facebook; Twitter; Instagram; Linkedin",45,"B se chama Bouba e A se chama Kiki.",30.299204645878,29,2
"668","ufpr","sd - saude","doutorado","ciencias biologicas",2014,"unioeste","projeto de extensao",NA,NA,"outro",0,"nao",0,0,"nao","excel","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",164,88,1969-06-10,"outro","sozinho",3,"curitiba","b (carro)","carro/moto proprio",15,2,"nao possuo","teclado; flauta; outro","Nenhuma",52,"B se chama Bouba e A se chama Kiki.",32.7186198691255,51,2
"669","ufpr","ed - educacao","mestrado academico","ciencias humanas",2007,"outro",NA,NA,2021,"outro",0,"nao",2,2,"sim","spss","certamente sim",8,"aumento salarial e oportunidades mais promissoras.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",154,72,1985-05-21,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",1,"curitiba","b (carro)","carro/moto proprio",45,0,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram",40,"A se chama Bouba e B se chama Kiki.",30.3592511384719,35,2
"670","unila","ct - ciencias da terra","mestrado academico","ciencias exatas",2010,"outro","iniciacao cientifica",NA,NA,"outro",0,"nao",1,0,"nao","","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","sim","Remota","nao","sim","totalmente em escola publica","ensino medio tradicional","Feminino",158,59,1988-11-16,"trabalho por contrato","com o namorado(a)/noivo(a)/conjuge",5,"interior","b (carro)","transporte publico",130,2,"cachorro","nao toco nenhum instrumento","Facebook; Google+",45,"B se chama Bouba e A se chama Kiki.",23.6340330075308,32,2
"671","unila",NA,"doutorado","ciencias exatas",2010,"outro","monitoria",2015,2017,"outro",0,"capes",1,7,"sim","statistica; excel","certamente sim",9,"outro","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",180,98,1986-10-13,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",1,"outro estado","superior a b","transporte publico",40,6,"cachorro","violao; guitarra; teclado; flauta; outro","Facebook; Google+; Instagram; Linkedin",50,"B se chama Bouba e A se chama Kiki.",30.2469135802469,34,2
"672","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2018,"outro","iniciacao cientifica",NA,NA,"outro",1,"capes",1,0,"sim","r; excel","certamente sim",9,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por colegas","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",170,73,1997-11-10,"bolsista em tempo integral","com amigos",4,"interior","nao","a pe",20,4,"nao possuo","nao toco nenhum instrumento","Facebook; Twitter; Instagram; Linkedin",47,"B se chama Bouba e A se chama Kiki.",25.2595155709343,23,2
"673","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2015,"outro","monitoria",NA,NA,"outro",0,"capes",0,0,"sim","spss; excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",167,68,1993-07-06,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",2,"interior","b (carro)","transporte publico",30,10,"cachorro","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",50,"A se chama Bouba e B se chama Kiki.",24.3823729785937,27,2
"674","ufpr","sp - palotina","doutorado","ciencias biologicas",2017,"outro","monitoria; pibid",2017,2019,"outro",2,"capes",1,12,"sim","r; excel","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",183,80,1995-03-27,"bolsista em tempo integral","com amigos",2,"outro estado","a e b (moto e carro)","a pe",15,4,"nao possuo","nao toco nenhum instrumento","Facebook; Twitter; Instagram",43,"B se chama Bouba e A se chama Kiki.",23.8884409806205,26,2
"675","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2017,"outro","iniciacao cientifica; pet; monitoria; projeto de extensao",NA,NA,"outro",4,"nao",1,0,"sim","excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",173,64,1985-10-11,"trabalho ocasional","com o namorado(a)/noivo(a)/conjuge",3,"interior","a e b (moto e carro)","carro/moto proprio",20,10,"cachorro","nao toco nenhum instrumento","Facebook; Instagram",54,"B se chama Bouba e A se chama Kiki.",21.3839419960573,35,2
"676","ufpr","sl - litoral","mestrado academico","ciencias humanas",2016,"outro","monitoria",NA,NA,"outro",2,"capes",0,0,"nao","","certamente sim",10,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",162,93,1993-01-29,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",3,"curitiba","b (carro)","carro/moto proprio",60,0,"cachorro","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",42,"B se chama Bouba e A se chama Kiki.",35.4366712391404,28,2
"677","unila",NA,"doutorado","ciencias exatas",1997,"outro","iniciacao cientifica",1998,2001,"outro",10,"nao",1,10,"sim","excel","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",170,62,1974-10-02,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge",0,"interior","b (carro)","carro/moto proprio",20,0,"cachorro","piano","Facebook; Instagram; Linkedin",45,"B se chama Bouba e A se chama Kiki.",21.4532871972318,46,2
"678","uepg",NA,"doutorado","ciencias biologicas",2008,"uepg","iniciacao cientifica; monitoria; projeto de extensao",2018,2020,"uepg",3,"capes",0,6,"sim","spss; excel","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",158,56,1986-02-04,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge",1,"reg. metr.","b (carro)","carro/moto proprio",15,6,"nao possuo","teclado","Nenhuma",40,"B se chama Bouba e A se chama Kiki.",22.4323025156225,35,2
"679","ufpr","sd - saude","mestrado academico","ciencias biologicas",2011,"outro","iniciacao cientifica; projeto de extensao",NA,NA,"outro",1,"nao",1,0,"nao","","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",162,58,1988-08-05,"trabalho com carteira assinada/vinculo formal","sozinho",1,"outro estado","b (carro)","taxi/aplicativo",5,40,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram",45,"A se chama Bouba e B se chama Kiki.",22.1002895900015,32,2
"680","ufpr","ed - educacao","mestrado academico","ciencias humanas",2017,"outro","nenhum",NA,NA,"outro",0,"nao",0,0,"sim","excel","nao sei ainda",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",155,45,1986-05-09,"trabalho com carteira assinada/vinculo formal","com outros familiares",3,"curitiba","b (carro)","carro/moto proprio",30,0,"nao possuo","nao toco nenhum instrumento","Facebook; Instagram; Linkedin",40,"B se chama Bouba e A se chama Kiki.",18.7304890738814,34,2
"681","ufpr","ch - humanas","mestrado academico","ciencias humanas",2002,"outro",NA,NA,NA,"outro",0,"nao",0,0,"nao","","nao sei ainda",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",168,64,1977-10-12,"trabalho ocasional","com o namorado(a)/noivo(a)/conjuge",2,"outro estado","b (carro)","carro/moto proprio",30,0,"gato","violao","Facebook; Instagram",45,"B se chama Bouba e A se chama Kiki.",22.6757369614512,43,2
"682","ufpr","sd - saude","mestrado academico","ciencias biologicas",2014,"ufpr","iniciacao cientifica; monitoria",NA,NA,"outro",5,"capes",1,0,"sim","excel","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","Remota","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",164,65,1988-06-28,"trabalho ocasional","com o namorado(a)/noivo(a)/conjuge",1,"outro estado","b (carro)","carro/moto proprio",20,3,"nao possuo","nao toco nenhum instrumento","Instagram; Linkedin",62,"B se chama Bouba e A se chama Kiki.",24.1671624033314,32,2
"683","ufpr","ct - ciencias da terra","professor","ciencias biologicas",2003,"uel","iniciacao cientifica; monitoria; projeto de extensao",2004,2006,"ufpr",35,"fund. ar.",1,2,"sim","statistica; excel","certamente sim",9,"outro","site da ufpr ou instituicao de origem","nao","Remota","sim","sim","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",172,63,1979-07-07,"trabalho com carteira assinada/vinculo formal","sozinho",2,"curitiba","b (carro)","carro/moto proprio",3,1,"gato","nao toco nenhum instrumento","Facebook; Instagram",53,"B se chama Bouba e A se chama Kiki.",21.295294753921,41,2
