"","data_hora","instituicao","setor_ufpr","atividade_ies","area_conhec","fim_grad","inst_grad","programas_grad","inicio_msc","final_msc","inst_msc","artigos","bolsa","materias_est","materias_n_est","software_sn","software_list","met_est","import_met_est","expectativa_pos_pg","conhec_trans","youtube","contat_coord","contat_colab","ensino_medio1","ensino_medio2","sexo","altura","peso","nascimento","emprego","residencia","irmaos","origem","cnh","transporte","tempo_ies","app_transporte","pet","instrumento","redes_sociais","atv_fisica_reg","atv_fisica_n","atv_fisica_qual","covid_positivo","covid_conhecido","covid_gr_risco_me","covid_gr_risco_outro","covid_vacina","medidas_eficazes","medidas_seguidas","covid_renda","covid_estudos","covid_aprendizado","covid_ere","dificuldade_ere","covid_conclusao","descartada","idade_foto","kiki_bouba","quadrados","idade","indica_foto"
"216","17/03/2021 10:32:23","ufpr","tc - tecnologia","mestrado profissional","ciencias biologicas",2017,"outro","iniciacao cientifica; projeto de extensao",NA,NA,NA,0,"nao",1,0,"nao","excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",170,67,1995-04-11,"trabalho com carteira assinada/vinculo formal","com os pais",1,"interior do parana","a e b (moto e carro)","outro",600,0,"cachorro; gato; passaro","nao toco nenhum instrumento","facebook; instagram; linkedin","sim",4,"caminhada; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos","afetou pouco","nao afetou","afetou pouco","sim","sim","nao se dizer","",26,"a da esquerda se chama kiki, a da direita se chama bouba.",26,26,"C/ barba"
"217","17/03/2021 10:40:08","unioeste",NA,"mestrado profissional","ciencias humanas",2010,"unioeste","projeto de extensao",NA,NA,NA,0,"nao",1,4,"sim","excel ou similares","nao sei ainda",10,"aumento salarial e oportunidades mais promissoras.","outro","sim","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",162,55,1989-08-29,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",4,"interior do parana","b (carro)","carona com amigos",45,5,"cachorro","nao toco nenhum instrumento","facebook; instagram","sim",4,"yoga e tawkondo","nao","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","nao afetou","afetou moderadamente","sim","nao","nao","",29,"a da esquerda se chama kiki, a da direita se chama bouba.",40,31,"C/ barba"
"218","17/03/2021 10:52:29","ufpr","ag - agrarias","doutorado","ciencias biologicas",2017,"outro","iniciacao cientifica; projeto de extensao",2018,2020,"outro",4,"capes",1,7,"sim","sas; excel ou similares","certamente sim",9,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",172,65,1994-04-27,"bolsista em tempo integral","pensao, quarto alugado ou algo similar",1,"outro estado","a e b (moto e carro)","a pe",15,2,"nao possuo","nao toco nenhum instrumento","facebook; google+; instagram; linkedin","sim",4,"caminhada; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei menos que o normal","afetou muito","nao","sim","nao se dizer","",27,"a da esquerda se chama kiki, a da direita se chama bouba.",27,26,"C/ barba"
"219","17/03/2021 11:23:26","ufpr","ch - humanas","doutorado","ciencias humanas",2016,"outro","iniciacao cientifica",2018,2020,"ufpr",0,"capes",0,0,"sim","r; excel ou similares","nao sei ainda",8,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",158,55,1993-07-20,"trabalho ocasional","sozinho",1,"outro estado","b (carro)","a pe",3,5,"nao possuo","nao toco nenhum instrumento","facebook; instagram; linkedin","sim",5,"caminhada; corrida; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou pouco","estudei mais que o normal","afetou pouco","sim","nao","nao","",28,"a da esquerda se chama bouba, a da direita se chama kiki.",26,27,"C/ barba"
"220","17/03/2021 11:31:59","ufpr","sp - palotina","mestrado academico","ciencias biologicas",2014,"uel","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,NA,1,"nao",1,0,"sim","r; excel ou similares","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",163,58,1991-07-08,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",4,"outro estado","a e b (moto e carro)","a pe",15,6,"cachorro","violao; teclado","facebook; instagram","sim",2,"corrida","nao","sim","nao","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; distanciamento entre individuos (1 metro ou mais)","nao afetou","estudei mais que o normal","afetou pouco","sim","nao","nao se dizer","",24,"a da esquerda se chama kiki, a da direita se chama bouba.",36,29,"C/ barba"
"221","17/03/2021 11:43:09","ufpr","sa - sociais aplicadas","mestrado academico","ciencias humanas",2014,"outro","empresa junior",NA,NA,NA,0,"nao",0,0,"sim","excel ou similares","nao sei ainda",5,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",169,66,1990-05-09,"trabalho ocasional","sozinho",1,"outro estado","b (carro)","transporte publico",40,4,"cachorro","violao","linkedin","sim",6,"musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","nao afetou","afetou pouco","sim","nao","nao","",22,"a da esquerda se chama kiki, a da direita se chama bouba.",36,30,"C/ barba"
"222","17/03/2021 11:48:48","unioeste",NA,"doutorado","ciencias exatas",2018,"outro","monitoria",2019,2021,"unioeste",0,"nao",1,1,"sim","r; excel ou similares","definitivamente nao",7,"aumento salarial e oportunidades mais promissoras.","por colegas","nao","nao","nao","parte em escola publica, parte em particular","ensino medio profissionalizante (tecnico)","Feminino",158,42,1996-03-20,"trabalho ocasional","com os pais",3,"interior do parana","b (carro)","carro/moto proprio",15,5,"cachorro; gato","teclado","twitter; instagram; linkedin","sim",3,"corrida; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei mais que o normal","afetou pouco","nao sei dizer","sim","sim","",25,"a da esquerda se chama kiki, a da direita se chama bouba.",36,25,"C/ barba"
"223","17/03/2021 11:52:26","utfpr",NA,"doutorado","ciencias exatas",2017,"outro","nao participei",2017,2019,"outro",0,"nao",2,12,"sim","minitab; excel ou similares; matlab","certamente sim",9,"aumento salarial e oportunidades mais promissoras.","por ex-alunos da disciplina","nao","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",175,70,1985-03-01,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"outro estado","a e b (moto e carro)","taxi/aplicativo",20,8,"outro","nao toco nenhum instrumento","instagram; linkedin","sim",4,"musculacao; escadaria","nao","nao","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou pouco","estudei menos que o normal","afetou muito","sim","nao","sim","",23,"a da esquerda se chama bouba, a da direita se chama kiki.",35,36,"C/ barba"
"224","17/03/2021 12:02:38","ufpr","ag - agrarias","doutorado","ciencias biologicas",2010,"outro","iniciacao cientifica; monitoria; projeto de extensao",2013,2015,"outro",14,"capes",1,0,"nao","excel ou similares","nao sei ainda",10,"conseguir um emprego.","por ex-alunos da disciplina","sim","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",179,82,1989-09-22,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"interior do parana","b (carro)","carro/moto proprio",30,0,"gato","nao toco nenhum instrumento","instagram; linkedin","nao",1,"caminhada","nao","sim","nao","sim","nao","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de protecao ocular; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","nao afetou","estudei mais que o normal","nao afetou","sim","nao","nao","",23,"a da esquerda se chama kiki, a da direita se chama bouba.",31,31,"C/ barba"
"225","17/03/2021 12:12:29","ufpr","et - exatas","mestrado academico","ciencias exatas",2006,"outro","projeto de extensao",NA,NA,NA,0,"nao",0,5,"nao","nunca usei","nao sei ainda",7,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por colegas","sim","nao","nao","totalmente em escola publica","ensino medio profissionalizante (tecnico)","Masculino",182,92,1971-05-06,"trabalho por contrato","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",3,"curitiba","a e b (moto e carro)","carro/moto proprio",15,3,"gato","nao toco nenhum instrumento","instagram","nao",0,"nenhuma","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao","uso de mascaras; uso de alcool em gel; distanciamento entre individuos (1 metro ou mais)","afetou muito","estudei menos que o normal","afetou muito","sim","nao sei dizer","sim","",25,"a da esquerda se chama kiki, a da direita se chama bouba.",40,50,"C/ barba"
"226","17/03/2021 12:13:57","ufpr","bl - ciencias biologiccas","mestrado academico","ciencias biologicas",2019,"ufpr","iniciacao cientifica",NA,NA,NA,1,"nao",1,0,"sim","excel ou similares; graphpad ","certamente sim",7,"aumento salarial e oportunidades mais promissoras.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",157,58,1996-11-27,"trabalho com carteira assinada/vinculo formal","com os pais",1,"curitiba","b (carro)","transporte publico",50,5,"cachorro","nao toco nenhum instrumento","instagram; linkedin","nao",0,"caminhada","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de luvas; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei menos que o normal","afetou pouco","sim","sim","sim","",26,"a da esquerda se chama kiki, a da direita se chama bouba.",26,24,"C/ barba"
"227","17/03/2021 12:19:04","ufpr","et - exatas","doutorado","ciencias exatas",2015,"outro","iniciacao cientifica",2016,2018,"ufpr",5,"cnpq",1,1,"sim","minitab; excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",196,109,1991-02-26,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",5,"curitiba","b (carro)","carro/moto proprio",60,0,"cachorro; passaro","outro","nenhuma","sim",5,"musculacao; boxe","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; tratamento precoce (de qualquer especie)","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); tratamento precoce (de qualquer especie)","afetou pouco","estudei menos que o normal","afetou moderadamente","sim","sim","sim","",25,"a da esquerda se chama bouba, a da direita se chama kiki.",50,30,"C/ barba"
"228","17/03/2021 12:25:51","ufpr","bl - ciencias biologiccas","doutorado","ciencias biologicas",2017,"ufpr","iniciacao cientifica",2018,2020,"ufpr",0,"capes",1,1,"sim","statistica","certamente sim",9,"conseguir um emprego.","site da ufpr ou instituicao de origem","nao","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",172,64,1993-12-12,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"regiao metropolitana","b (carro)","carro/moto proprio",50,1,"cachorro","nao toco nenhum instrumento","facebook; instagram","nao",2,"corrida","nao","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; tratamento precoce (de qualquer especie); isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos","afetou pouco","estudei menos que o normal","afetou pouco","nao sei dizer","sim","sim","",26,"a da esquerda se chama kiki, a da direita se chama bouba.",35,27,"C/ barba"
"229","17/03/2021 12:31:52","ufpr","sa - sociais aplicadas","doutorado","ciencias humanas",2017,"outro","monitoria; projeto de extensao; projeto de pesquisa; centro academico.",2017,2020,"outro",3,"nao",1,0,"sim","excel ou similares","nao sei ainda",5,"conseguir um emprego.","email institucional da sucom (superintendencia de comunicacao e marketing)","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",165,69,1993-08-16,"outro","com os pais",3,"outro estado","nao","a pe",30,3,"nao possuo","nao toco nenhum instrumento","facebook; twitter; instagram","nao",0,"nenhuma","nao","sim","prefiro nao dizer","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; distanciamento entre individuos (1 metro ou mais); isolamento social","extinguiu minha renda","estudei menos que o normal","afetou muito","sim","sim","nao se dizer","",28,"a da esquerda se chama kiki, a da direita se chama bouba.",27,27,"C/ barba"
"230","17/03/2021 12:46:28","utfpr",NA,"mestrado academico","ciencias humanas",2011,"outro","iniciacao cientifica",NA,2021,"utfpr",3,"nao",0,0,"nao","nunca usei","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",163,80,1979-04-08,"outro","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",3,"outro estado","b (carro)","carro/moto proprio",50,2,"cachorro","nao toco nenhum instrumento","facebook; instagram","nao",0,"nenhuma","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou muito","estudei mais que o normal","afetou moderadamente","sim","nao","sim","",28,"a da esquerda se chama bouba, a da direita se chama kiki.",24,42,"C/ barba"
"231","17/03/2021 12:46:51","utfpr",NA,"mestrado academico","ciencias humanas",2011,"outro","iniciacao cientifica",NA,2021,"utfpr",3,"nao",0,0,"nao","nunca usei","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","outro","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",163,80,1979-04-08,"outro","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",3,"outro estado","b (carro)","carro/moto proprio",50,2,"cachorro","nao toco nenhum instrumento","facebook; instagram","nao",0,"nenhuma","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou muito","estudei mais que o normal","afetou moderadamente","sim","nao","sim","",28,"a da esquerda se chama bouba, a da direita se chama kiki.",24,42,"C/ barba"
"232","17/03/2021 12:49:44","ufpr","ag - agrarias","mestrado academico","ciencias biologicas",2010,"ufpr","nao participei",NA,NA,NA,2,"nao",1,0,"sim","excel ou similares; tabwin","certamente sim",5,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","sim","nao","nao","parte em escola publica, parte em particular","ensino medio tradicional","Feminino",174,72,1985-03-21,"outro","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"curitiba","b (carro)","carro/moto proprio",60,0,"cachorro; outro","nao toco nenhum instrumento","facebook; twitter; instagram; linkedin","nao",0,"nenhuma","nao","sim","nao","sim","sim","uso de mascaras; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao","afetou moderadamente","estudei menos que o normal",NA,"sim","nao sei dizer","sim","",27,"a da esquerda se chama kiki, a da direita se chama bouba.",33,36,"C/ barba"
"233","17/03/2021 13:01:26","unioeste",NA,"mestrado academico","ciencias biologicas",2019,"outro","iniciacao cientifica; monitoria; projeto de extensao; protagonismo estudantil ",NA,NA,NA,1,"capes",1,5,"sim","excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",183,83,1993-10-09,"bolsista em tempo integral","sozinho",2,"outro estado","b (carro)","a pe",15,5,"gato","outro","facebook; twitter; instagram; linkedin","sim",7,"caminhada; corrida; musculacao; volei; jump e zumba ","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","extinguiu minha renda","estudei menos que o normal","afetou moderadamente","nao","sim","sim","",27,"a da esquerda se chama kiki, a da direita se chama bouba.",26,27,"C/ barba"
"234","17/03/2021 13:12:43","ufpr","et - exatas","mestrado academico","ciencias exatas",2014,"outro","iniciacao cientifica; pet; monitoria; projeto de extensao",NA,NA,NA,0,"nao",1,1,"nao","excel ou similares; matlab","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",176,83,1989-05-26,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"curitiba","b (carro)","carro/moto proprio",30,0,"cachorro","outro","facebook; instagram; linkedin","sim",5,"caminhada; ciclismo","sim","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; tratamento precoce (de qualquer especie); isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); tratamento precoce (de qualquer especie); isolamento social","afetou moderadamente","nao afetou","nao afetou","nao","nao","nao","",35,"a da esquerda se chama bouba, a da direita se chama kiki.",41,31,"C/ barba"
"235","17/03/2021 13:32:57","ufpr",NA,"mestrado academico","ciencias biologicas",2019,"outro","iniciacao cientifica",NA,2022,NA,0,"capes",1,5,"nao","nunca usei","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","por alguma outra midia social da ufpr","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Feminino",165,89,1993-02-26,"bolsista em tempo integral","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"outro estado","a e b (moto e carro)","transporte publico",90,0,"cachorro; peixe; outro","nao toco nenhum instrumento","facebook; instagram","nao",0,"nenhuma","nao","sim","sim","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou moderadamente","estudei menos que o normal","afetou muito","nao","sim","sim","",28,"a da esquerda se chama kiki, a da direita se chama bouba.",27,28,"C/ barba"
"236","17/03/2021 13:33:19","ufpr","et - exatas","doutorado","ciencias exatas",2001,"unicentro","iniciacao cientifica; monitoria; projeto de extensao",2009,2012,"ufpr",7,"nao",1,0,"sim","r; spss; excel ou similares; matlab; julia; scilab; numpy; pandas","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola publica","ensino medio tradicional","Masculino",183,81,1980-11-07,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"interior do parana","b (carro)","carro/moto proprio",8,0,"cachorro","nao toco nenhum instrumento","twitter; linkedin","sim",2,"musculacao; trabalho manuais","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de luvas; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou pouco","estudei menos que o normal","afetou muito","sim","nao","sim","",25,"a da esquerda se chama kiki, a da direita se chama bouba.",40,40,"C/ barba"
"237","17/03/2021 13:37:21","uepg",NA,"mestrado academico","ciencias exatas",2017,"uepg","nao participei",NA,NA,NA,1,"nao",1,0,"sim","excel ou similares","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","pelo(a)  orientador(a)","sim","sim","sim","totalmente em escola publica","ensino medio tradicional","Feminino",160,55,1988-02-12,"outro","com os pais",4,"interior do parana","b (carro)","carro/moto proprio",240,0,"cachorro","nao toco nenhum instrumento","facebook; instagram","sim",3,"caminhada; corrida; ciclismo","nao","sim","nao","nao","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais)","extinguiu minha renda","nao afetou","nao afetou","nao","sim","nao se dizer","",30,"a da esquerda se chama bouba, a da direita se chama kiki.",29,33,"C/ barba"
"238","17/03/2021 13:39:40","ufpr","tc - tecnologia","doutorado","ciencias exatas",2017,"utfpr","nao participei",2017,2018,"utfpr",1,"nao",1,0,"sim","r","certamente sim",8,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",180,70,1988-03-11,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",3,"outro estado","a e b (moto e carro)","carro/moto proprio",0,0,"gato","nao toco nenhum instrumento","facebook; instagram; linkedin","sim",6,"corrida; ciclismo; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); isolamento social","afetou muito","estudei menos que o normal","afetou muito","sim","nao","sim","",26,"a da esquerda se chama kiki, a da direita se chama bouba.",27,33,"C/ barba"
"239","17/03/2021 13:43:00","ufpr","sd - saude","mestrado academico","ciencias biologicas",2011,"ufpr","iniciacao cientifica; projeto de extensao",NA,2023,NA,1,"nao",1,0,"nao","excel ou similares","certamente sim",10,"aumento salarial e oportunidades mais promissoras.","por colegas","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",159,66,1987-08-30,"trabalho com carteira assinada/vinculo formal","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"interior do parana","b (carro)","transporte publico",90,0,"cachorro","flauta","facebook; instagram","nao",0,"nenhuma","nao","sim","nao","sim","sim","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei mais que o normal","afetou pouco","sim","nao sei dizer","nao","",28,"a da esquerda se chama bouba, a da direita se chama kiki.",35,33,"C/ barba"
"240","17/03/2021 13:44:52","ufpr","sd - saude","mestrado profissional","ciencias biologicas",2016,"ufpr","iniciacao cientifica; monitoria; projeto de extensao",NA,NA,NA,0,"nao",2,0,"nao","nunca usei","certamente sim",10,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Feminino",162,50,1992-01-26,"trabalho por contrato","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",1,"interior do parana","b (carro)","carro/moto proprio",30,2,"nao possuo","piano","instagram","sim",5,"corrida; musculacao; natacao","nao","sim","nao","sim","sim","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de luvas; uso de protecao ocular; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","afetou pouco","estudei menos que o normal","afetou pouco","sim","nao","sim","",28,"a da esquerda se chama kiki, a da direita se chama bouba.",36,29,"C/ barba"
"241","17/03/2021 13:55:58","ufpr","tc - tecnologia","mestrado profissional","ciencias exatas",2017,"ufpr","projeto de extensao",NA,NA,NA,0,"nao",2,0,"sim","r; statistica; excel ou similares; matlab","nao sei ainda",7,"continuar com a pesquisa e avancar para o proximo curso. seguir os estudos.","site da ufpr ou instituicao de origem","nao","nao","nao","totalmente em escola particular","ensino medio tradicional","Masculino",175,70,1993-07-31,"trabalho por contrato","com o namorado(a)/noivo(a)/conjuge/nucleo familiar proprio",2,"curitiba","a e b (moto e carro)","bicicleta",40,0,"nao possuo","outro","facebook; twitter; instagram; linkedin; outras","sim",7,"caminhada; corrida; ciclismo; musculacao","nao","sim","nao","sim","nao","uso de mascaras; uso de alcool em gel; lavagem frequente das maos; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","uso de mascaras; uso de alcool em gel; distanciamento entre individuos (1 metro ou mais); vacinacao; isolamento social","nao afetou","estudei mais que o normal","afetou muito","nao sei dizer","sim","sim","",28,"a da esquerda se chama bouba, a da direita se chama kiki.",39,27,"C/ barba"
